TIME_PERIOD,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,value
1997,A,CZE,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,10303.642
1997,A,CRI,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,3609.802
1997,A,CHL,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,14796.076
1997,A,CAN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,29905.948
1997,A,AUT,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,7968.041
1996,A,ZAF,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,41015.6872
1996,A,SGP,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,3671.0
1996,A,SRB,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,9770.284
1996,A,RUS,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,148160.13
1996,A,ROU,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,22607.62
1996,A,MLT,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,379.998
1996,A,IDN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,192723.577
1996,A,CYP,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,661.3
1996,A,HRV,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,4557.097
1996,A,CHN,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,1223890.0
1996,A,CMR,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,13971.0
1996,A,BGR,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,8362.826
1996,A,BRA,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,163767.821
1996,A,ALB,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,3158.157
1996,A,USA,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,269714.0
1996,A,TUR,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,60671.0
1996,A,CHE,S1,S1,POP,_Z,_Z,_Z,PS,_Z,N,T0110,7132.094406
