TIME_PERIOD,REF_AREA,value,decade,region
2002,United States,37.95422201385633,2000,Americas
2003,Australia,32.40899977521124,2000,Oceania
2003,Austria,31.97545245308561,2000,Europe
2003,Belgium,30.934673721340385,2000,Europe
2003,Brazil,9.79731589483217,2000,Americas
2003,Bulgaria,8.365557380102171,2000,Other
2003,Cameroon,2.2778001904648537,2000,Other
2003,Canada,32.35167293087601,2000,Americas
2003,Chile,10.7796393964903,2000,Americas
2003,China (People’s Republic of),3.995115814806504,2000,Other
2003,Colombia,7.604164559041767,2000,Americas
2003,Costa Rica,9.244799765206402,2000,Americas
2003,Croatia,13.686395598244593,2000,Other
2003,Czechia,19.591881157275427,2000,Europe
2003,Denmark,30.874074894596387,2000,Europe
2003,Estonia,13.093931791739385,2000,Europe
2003,Finland,29.04648052944562,2000,Europe
2003,France,28.1165887708894,2000,Europe
