TIME_PERIOD,REF_AREA,STANDARD_REVENUE,value
2019,CHL,T_5000,11.125
2020,CHL,T_5000,10.571
2021,CHL,T_5000,11.842
2022,CHL,T_5000,11.401
2023,CHL,T_5000,11.173
1990,COL,T_5000,6.109
1991,COL,T_5000,6.176
1992,COL,T_5000,6.486
1993,COL,T_5000,6.48
1994,COL,T_5000,7.235
1995,COL,T_5000,6.936
1996,COL,T_5000,7.412
1997,COL,T_5000,7.35
1998,COL,T_5000,7.076
1999,COL,T_5000,6.66
2000,COL,T_5000,7.268
2001,COL,T_5000,7.878
2002,COL,T_5000,7.554
2003,COL,T_5000,7.957
2004,COL,T_5000,7.893
2005,COL,T_5000,8.181
2006,COL,T_5000,8.727
2007,COL,T_5000,8.58
2008,COL,T_5000,8.67
2009,COL,T_5000,8.023
2010,COL,T_5000,8.163
2011,COL,T_5000,8.341
2012,COL,T_5000,7.988
2013,COL,T_5000,7.742
2014,COL,T_5000,7.992
2015,COL,T_5000,8.167
2016,COL,T_5000,7.752
2017,COL,T_5000,8.189
2018,COL,T_5000,8.241
2019,COL,T_5000,8.471
2020,COL,T_5000,7.787
2021,COL,T_5000,8.323
2022,COL,T_5000,8.799
2023,COL,T_5000,8.786
1990,CRI,T_5000,10.186
1991,CRI,T_5000,8.219
1992,CRI,T_5000,9.619
1993,CRI,T_5000,8.975
1994,CRI,T_5000,9.191
1995,CRI,T_5000,8.999
1996,CRI,T_5000,9.615
1997,CRI,T_5000,9.704
1998,CRI,T_5000,9.982
1999,CRI,T_5000,9.417
2000,CRI,T_5000,9.873
2001,CRI,T_5000,10.155
2002,CRI,T_5000,9.99
2003,CRI,T_5000,9.873
2004,CRI,T_5000,9.773
2005,CRI,T_5000,9.863
2006,CRI,T_5000,10.256
2007,CRI,T_5000,10.84
2008,CRI,T_5000,10.748
2009,CRI,T_5000,9.128
2010,CRI,T_5000,8.923
2011,CRI,T_5000,9.105
2012,CRI,T_5000,9.053
2013,CRI,T_5000,9.044
2014,CRI,T_5000,8.814
2015,CRI,T_5000,8.822
2016,CRI,T_5000,8.717
2017,CRI,T_5000,8.372
2018,CRI,T_5000,8.104
2019,CRI,T_5000,8.146
2020,CRI,T_5000,7.522
2021,CRI,T_5000,8.651
2022,CRI,T_5000,8.201
2023,CRI,T_5000,8.323
1993,CZE,T_5000,12.153
1994,CZE,T_5000,11.804
1995,CZE,T_5000,11.011
1996,CZE,T_5000,10.829
1997,CZE,T_5000,10.307
1998,CZE,T_5000,9.948
1999,CZE,T_5000,10.528
2000,CZE,T_5000,10.125
2001,CZE,T_5000,9.841
2002,CZE,T_5000,9.831
2003,CZE,T_5000,10.063
2004,CZE,T_5000,10.847
2005,CZE,T_5000,10.842
2006,CZE,T_5000,10.356
2007,CZE,T_5000,10.358
2008,CZE,T_5000,10.659
2009,CZE,T_5000,10.835
2010,CZE,T_5000,10.771
2011,CZE,T_5000,11.221
2012,CZE,T_5000,11.403
2013,CZE,T_5000,11.608
2014,CZE,T_5000,10.891
2015,CZE,T_5000,11.194
2016,CZE,T_5000,11.295
2017,CZE,T_5000,11.344
2018,CZE,T_5000,11.155
2019,CZE,T_5000,10.9
2020,CZE,T_5000,10.567
2021,CZE,T_5000,10.538
2022,CZE,T_5000,10.459
2023,CZE,T_5000,10.351
1990,DNK,T_5000,15.141
1991,DNK,T_5000,15.044
1992,DNK,T_5000,14.816
1993,DNK,T_5000,14.843
1994,DNK,T_5000,15.378
1995,DNK,T_5000,15.165
1996,DNK,T_5000,15.566
1997,DNK,T_5000,15.541
1998,DNK,T_5000,16.364
1999,DNK,T_5000,16.375
2000,DNK,T_5000,15.669
2001,DNK,T_5000,15.611
2002,DNK,T_5000,15.776
2003,DNK,T_5000,15.566
2004,DNK,T_5000,15.764
2005,DNK,T_5000,16.049
2006,DNK,T_5000,15.975
2007,DNK,T_5000,16.333
2008,DNK,T_5000,15.228
2009,DNK,T_5000,15.118
2010,DNK,T_5000,14.941
2011,DNK,T_5000,15.067
2012,DNK,T_5000,15.101
2013,DNK,T_5000,14.759
2014,DNK,T_5000,14.576
2015,DNK,T_5000,14.574
2016,DNK,T_5000,14.729
2017,DNK,T_5000,14.418
2018,DNK,T_5000,14.649
2019,DNK,T_5000,14.194
2020,DNK,T_5000,14.43
2021,DNK,T_5000,13.638
2022,DNK,T_5000,12.752
2023,DNK,T_5000,12.301
1995,EST,T_5000,12.252
1996,EST,T_5000,12.856
1997,EST,T_5000,13.023
1998,EST,T_5000,11.995
1999,EST,T_5000,11.375
2000,EST,T_5000,12.071
2001,EST,T_5000,12.127
2002,EST,T_5000,12.243
2003,EST,T_5000,11.865
2004,EST,T_5000,12.55
2005,EST,T_5000,12.466
2006,EST,T_5000,13.243
2007,EST,T_5000,13.208
2008,EST,T_5000,11.884
2009,EST,T_5000,14.343
2010,EST,T_5000,13.517
2011,EST,T_5000,13.255
2012,EST,T_5000,13.474
2013,EST,T_5000,13.027
2014,EST,T_5000,13.363
2015,EST,T_5000,13.847
2016,EST,T_5000,14.234
2017,EST,T_5000,13.722
2018,EST,T_5000,13.49
2019,EST,T_5000,13.847
2020,EST,T_5000,13.078
2021,EST,T_5000,13.348
2022,EST,T_5000,13.187
2023,EST,T_5000,13.226
1990,FIN,T_5000,13.975
1991,FIN,T_5000,14.138
1992,FIN,T_5000,13.945
1993,FIN,T_5000,13.734
1994,FIN,T_5000,13.938
1995,FIN,T_5000,13.619
1996,FIN,T_5000,13.683
1997,FIN,T_5000,14.213
1998,FIN,T_5000,13.837
1999,FIN,T_5000,13.831
2000,FIN,T_5000,13.354
2001,FIN,T_5000,12.863
2002,FIN,T_5000,13.178
2003,FIN,T_5000,13.622
2004,FIN,T_5000,13.368
2005,FIN,T_5000,13.316
2006,FIN,T_5000,13.266
2007,FIN,T_5000,12.628
2008,FIN,T_5000,12.51
2009,FIN,T_5000,12.969
2010,FIN,T_5000,12.973
2011,FIN,T_5000,13.854
2012,FIN,T_5000,14.112
2013,FIN,T_5000,14.485
2014,FIN,T_5000,14.375
2015,FIN,T_5000,14.142
2016,FIN,T_5000,14.429
2017,FIN,T_5000,14.167
2018,FIN,T_5000,14.312
2019,FIN,T_5000,14.236
2020,FIN,T_5000,14.149
2021,FIN,T_5000,14.01
2022,FIN,T_5000,13.826
2023,FIN,T_5000,13.194
1990,FRA,T_5000,11.804
1991,FRA,T_5000,11.399
1992,FRA,T_5000,11.102
1993,FRA,T_5000,11.276
1994,FRA,T_5000,11.657
1995,FRA,T_5000,12.034
1996,FRA,T_5000,12.434
1997,FRA,T_5000,12.272
1998,FRA,T_5000,12.032
1999,FRA,T_5000,12.046
2000,FRA,T_5000,11.486
2001,FRA,T_5000,11.182
2002,FRA,T_5000,11.194
2003,FRA,T_5000,11.061
2004,FRA,T_5000,11.115
2005,FRA,T_5000,11.157
2006,FRA,T_5000,11.028
2007,FRA,T_5000,10.81
2008,FRA,T_5000,10.661
2009,FRA,T_5000,10.639
2010,FRA,T_5000,11.175
2011,FRA,T_5000,11.442
2012,FRA,T_5000,11.636
2013,FRA,T_5000,11.649
2014,FRA,T_5000,11.756
2015,FRA,T_5000,11.855
2016,FRA,T_5000,12.004
2017,FRA,T_5000,12.22
2018,FRA,T_5000,12.396
2019,FRA,T_5000,12.411
2020,FRA,T_5000,12.211
2021,FRA,T_5000,12.194
2022,FRA,T_5000,11.945
2023,FRA,T_5000,11.267
1990,DEU,T_5000,9.304
1991,DEU,T_5000,9.433
1992,DEU,T_5000,9.687
1993,DEU,T_5000,10.015
1994,DEU,T_5000,10.45
1995,DEU,T_5000,10.16
1996,DEU,T_5000,10.013
1997,DEU,T_5000,9.867
1998,DEU,T_5000,9.869
1999,DEU,T_5000,10.297
2000,DEU,T_5000,10.369
2001,DEU,T_5000,10.239
2002,DEU,T_5000,10.179
2003,DEU,T_5000,10.313
2004,DEU,T_5000,10.55
2005,DEU,T_5000,10.594
2006,DEU,T_5000,10.565
2007,DEU,T_5000,11.04
2008,DEU,T_5000,11.092
2009,DEU,T_5000,11.706
2010,DEU,T_5000,11.175
2011,DEU,T_5000,11.388
2012,DEU,T_5000,11.344
2013,DEU,T_5000,11.405
2014,DEU,T_5000,11.339
2015,DEU,T_5000,11.323
2016,DEU,T_5000,11.201
2017,DEU,T_5000,10.9
2018,DEU,T_5000,11.026
2019,DEU,T_5000,10.997
2020,DEU,T_5000,10.488
2021,DEU,T_5000,10.956
2022,DEU,T_5000,10.843
2023,DEU,T_5000,10.081
1990,GRC,T_5000,11.219
1991,GRC,T_5000,11.707
1992,GRC,T_5000,12.506
1993,GRC,T_5000,12.147
1994,GRC,T_5000,11.608
1995,GRC,T_5000,11.765
1996,GRC,T_5000,11.945
1997,GRC,T_5000,11.937
1998,GRC,T_5000,11.608
1999,GRC,T_5000,11.775
2000,GRC,T_5000,11.777
2001,GRC,T_5000,11.79
2002,GRC,T_5000,12.119
2003,GRC,T_5000,11.328
2004,GRC,T_5000,10.953
2005,GRC,T_5000,11.161
2006,GRC,T_5000,11.316
2007,GRC,T_5000,11.589
2008,GRC,T_5000,11.62
2009,GRC,T_5000,11.073
2010,GRC,T_5000,12.481
2011,GRC,T_5000,13.492
2012,GRC,T_5000,14.23
2013,GRC,T_5000,14.536
2014,GRC,T_5000,14.728
2015,GRC,T_5000,14.941
2016,GRC,T_5000,16.037
2017,GRC,T_5000,16.013
2018,GRC,T_5000,16.136
2019,GRC,T_5000,16.086
2020,GRC,T_5000,15.356
2021,GRC,T_5000,15.866
2022,GRC,T_5000,17.833
2023,GRC,T_5000,15.954
1991,HUN,T_5000,14.801
1992,HUN,T_5000,15.952
1993,HUN,T_5000,16.782
1994,HUN,T_5000,15.839
1995,HUN,T_5000,16.566
1996,HUN,T_5000,16.037
1997,HUN,T_5000,14.837
1998,HUN,T_5000,14.605
1999,HUN,T_5000,15.441
2000,HUN,T_5000,15.622
2001,HUN,T_5000,14.584
2002,HUN,T_5000,14.014
2003,HUN,T_5000,14.624
2004,HUN,T_5000,15.119
2005,HUN,T_5000,14.548
2006,HUN,T_5000,14.049
2007,HUN,T_5000,14.888
2008,HUN,T_5000,14.659
2009,HUN,T_5000,15.417
2010,HUN,T_5000,15.95
2011,HUN,T_5000,15.915
2012,HUN,T_5000,17.057
2013,HUN,T_5000,16.894
2014,HUN,T_5000,16.799
2015,HUN,T_5000,16.978
2016,HUN,T_5000,16.52
2017,HUN,T_5000,16.26
2018,HUN,T_5000,16.477
2019,HUN,T_5000,16.24
2020,HUN,T_5000,16.233
2021,HUN,T_5000,15.923
2022,HUN,T_5000,16.682
2023,HUN,T_5000,15.621
1990,ISL,T_5000,15.634
1991,ISL,T_5000,15.712
1992,ISL,T_5000,15.686
1993,ISL,T_5000,15.243
1994,ISL,T_5000,14.781
1995,ISL,T_5000,14.96
1996,ISL,T_5000,15.373
1997,ISL,T_5000,14.955
1998,ISL,T_5000,15.923
1999,ISL,T_5000,17.023
2000,ISL,T_5000,16.262
2001,ISL,T_5000,14.128
2002,ISL,T_5000,14.131
2003,ISL,T_5000,14.926
2004,ISL,T_5000,16.002
2005,ISL,T_5000,17.361
2006,ISL,T_5000,17.384
2007,ISL,T_5000,16.257
2008,ISL,T_5000,13.06
2009,ISL,T_5000,11.333
2010,ISL,T_5000,11.546
2011,ISL,T_5000,11.633
2012,ISL,T_5000,12.03
2013,ISL,T_5000,11.704
2014,ISL,T_5000,11.666
2015,ISL,T_5000,11.561
2016,ISL,T_5000,11.874
2017,ISL,T_5000,12.625
2018,ISL,T_5000,12.289
2019,ISL,T_5000,11.509
2020,ISL,T_5000,11.47
2021,ISL,T_5000,11.683
2022,ISL,T_5000,11.5
2023,ISL,T_5000,11.596
1990,IRL,T_5000,13.58
1991,IRL,T_5000,13.304
1992,IRL,T_5000,13.268
1993,IRL,T_5000,12.639
1994,IRL,T_5000,13.342
1995,IRL,T_5000,12.84
1996,IRL,T_5000,12.72
1997,IRL,T_5000,12.366
1998,IRL,T_5000,12.22
1999,IRL,T_5000,12.036
2000,IRL,T_5000,11.916
2001,IRL,T_5000,10.726
2002,IRL,T_5000,10.75
2003,IRL,T_5000,10.687
2004,IRL,T_5000,11.012
2005,IRL,T_5000,11.361
2006,IRL,T_5000,11.357
2007,IRL,T_5000,11.205
2008,IRL,T_5000,10.798
2009,IRL,T_5000,9.914
2010,IRL,T_5000,9.925
2011,IRL,T_5000,9.419
2012,IRL,T_5000,9.491
2013,IRL,T_5000,9.455
2014,IRL,T_5000,9.457
2015,IRL,T_5000,7.343
2016,IRL,T_5000,7.598
2017,IRL,T_5000,7.155
2018,IRL,T_5000,6.746
2019,IRL,T_5000,6.627
2020,IRL,T_5000,5.5
2021,IRL,T_5000,5.754
2022,IRL,T_5000,5.355
2023,IRL,T_5000,5.714
1995,ISR,T_5000,12.261
1996,ISR,T_5000,12.34
1997,ISR,T_5000,12.215
1998,ISR,T_5000,11.721
1999,ISR,T_5000,11.794
2000,ISR,T_5000,11.201
2001,ISR,T_5000,11.07
2002,ISR,T_5000,11.713
2003,ISR,T_5000,11.638
2004,ISR,T_5000,11.719
2005,ISR,T_5000,11.589
2006,ISR,T_5000,11.359
2007,ISR,T_5000,11.549
2008,ISR,T_5000,11.51
2009,ISR,T_5000,11.262
2010,ISR,T_5000,11.801
2011,ISR,T_5000,11.707
2012,ISR,T_5000,11.341
2013,ISR,T_5000,11.607
2014,ISR,T_5000,11.938
2015,ISR,T_5000,11.713
2016,ISR,T_5000,11.645
2017,ISR,T_5000,11.095
2018,ISR,T_5000,11.064
2019,ISR,T_5000,10.755
2020,ISR,T_5000,10.451
2021,ISR,T_5000,10.895
2022,ISR,T_5000,10.624
2023,ISR,T_5000,9.635
1990,ITA,T_5000,10.162
1991,ITA,T_5000,10.293
1992,ITA,T_5000,10.564
1993,ITA,T_5000,10.495
1994,ITA,T_5000,10.927
1995,ITA,T_5000,10.494
1996,ITA,T_5000,10.351
1997,ITA,T_5000,10.754
1998,ITA,T_5000,11.086
1999,ITA,T_5000,11.335
2000,ITA,T_5000,11.426
2001,ITA,T_5000,10.88
2002,ITA,T_5000,10.782
2003,ITA,T_5000,10.378
2004,ITA,T_5000,10.47
2005,ITA,T_5000,10.437
2006,ITA,T_5000,10.741
2007,ITA,T_5000,10.643
2008,ITA,T_5000,10.444
2009,ITA,T_5000,10.538
2010,ITA,T_5000,11.101
2011,ITA,T_5000,11.317
2012,ITA,T_5000,11.672
2013,ITA,T_5000,11.608
2014,ITA,T_5000,11.857
2015,ITA,T_5000,11.869
2016,ITA,T_5000,12.094
2017,ITA,T_5000,12.088
2018,ITA,T_5000,11.969
2019,ITA,T_5000,11.956
2020,ITA,T_5000,11.491
2021,ITA,T_5000,12.024
2022,ITA,T_5000,11.843
2023,ITA,T_5000,11.876
1990,JPN,T_5000,3.792
1991,JPN,T_5000,3.817
1992,JPN,T_5000,3.8
1993,JPN,T_5000,3.911
1994,JPN,T_5000,4.036
1995,JPN,T_5000,4.015
1996,JPN,T_5000,4.057
1997,JPN,T_5000,4.435
1998,JPN,T_5000,4.961
1999,JPN,T_5000,5.085
2000,JPN,T_5000,4.878
2001,JPN,T_5000,4.94
2002,JPN,T_5000,4.929
2003,JPN,T_5000,4.901
2004,JPN,T_5000,4.956
2005,JPN,T_5000,5.015
2006,JPN,T_5000,4.961
2007,JPN,T_5000,4.876
2008,JPN,T_5000,4.855
2009,JPN,T_5000,4.899
2010,JPN,T_5000,4.898
2011,JPN,T_5000,4.993
2012,JPN,T_5000,5.017
2013,JPN,T_5000,5.021
2014,JPN,T_5000,5.921
2015,JPN,T_5000,6.341
2016,JPN,T_5000,6.187
2017,JPN,T_5000,6.484
2018,JPN,T_5000,6.154
2019,JPN,T_5000,6.214
2020,JPN,T_5000,6.877
2021,JPN,T_5000,7.031
2022,JPN,T_5000,7.18
2023,JPN,T_5000,6.847
1990,KOR,T_5000,8.226
1991,KOR,T_5000,7.688
1992,KOR,T_5000,7.838
1993,KOR,T_5000,7.623
1994,KOR,T_5000,7.632
1995,KOR,T_5000,7.64
1996,KOR,T_5000,8.069
1997,KOR,T_5000,8.114
1998,KOR,T_5000,7.189
1999,KOR,T_5000,7.741
2000,KOR,T_5000,8.022
2001,KOR,T_5000,8.398
2002,KOR,T_5000,8.254
2003,KOR,T_5000,8.144
2004,KOR,T_5000,7.663
2005,KOR,T_5000,7.42
2006,KOR,T_5000,7.363
2007,KOR,T_5000,7.421
2008,KOR,T_5000,7.459
2009,KOR,T_5000,7.221
2010,KOR,T_5000,7.543
2011,KOR,T_5000,7.239
2012,KOR,T_5000,7.388
2013,KOR,T_5000,7.111
2014,KOR,T_5000,7.003
2015,KOR,T_5000,6.654
2016,KOR,T_5000,6.962
2017,KOR,T_5000,7.031
2018,KOR,T_5000,7.012
2019,KOR,T_5000,7.029
2020,KOR,T_5000,6.768
2021,KOR,T_5000,6.879
2022,KOR,T_5000,7.252
2023,KOR,T_5000,6.533
1995,LVA,T_5000,11.211
1996,LVA,T_5000,11.169
1997,LVA,T_5000,11.706
1998,LVA,T_5000,12.375
1999,LVA,T_5000,11.521
2000,LVA,T_5000,11.213
2001,LVA,T_5000,10.598
2002,LVA,T_5000,10.405
2003,LVA,T_5000,10.917
2004,LVA,T_5000,10.886
2005,LVA,T_5000,11.629
2006,LVA,T_5000,11.88
2007,LVA,T_5000,11.328
2008,LVA,T_5000,10.355
2009,LVA,T_5000,11.326
2010,LVA,T_5000,11.924
2011,LVA,T_5000,12.006
2012,LVA,T_5000,12.103
2013,LVA,T_5000,12.522
2014,LVA,T_5000,12.812
2015,LVA,T_5000,13.043
2016,LVA,T_5000,13.574
2017,LVA,T_5000,13.498
2018,LVA,T_5000,13.939
2019,LVA,T_5000,13.914
2020,LVA,T_5000,13.571
2021,LVA,T_5000,13.394
2022,LVA,T_5000,13.671
2023,LVA,T_5000,13.382
1995,LTU,T_5000,11.799
1996,LTU,T_5000,11.284
1997,LTU,T_5000,13.188
1998,LTU,T_5000,13.435
1999,LTU,T_5000,13.334
2000,LTU,T_5000,12.129
2001,LTU,T_5000,11.756
2002,LTU,T_5000,11.963
2003,LTU,T_5000,11.264
2004,LTU,T_5000,10.94
2005,LTU,T_5000,11.134
2006,LTU,T_5000,11.239
2007,LTU,T_5000,11.644
2008,LTU,T_5000,11.664
2009,LTU,T_5000,11.5
2010,LTU,T_5000,11.716
2011,LTU,T_5000,11.52
2012,LTU,T_5000,11.105
2013,LTU,T_5000,10.931
2014,LTU,T_5000,11.129
2015,LTU,T_5000,11.644
2016,LTU,T_5000,11.651
2017,LTU,T_5000,11.6
2018,LTU,T_5000,11.525
2019,LTU,T_5000,11.54
2020,LTU,T_5000,11.817
2021,LTU,T_5000,11.956
2022,LTU,T_5000,11.546
2023,LTU,T_5000,11.298
1990,LUX,T_5000,8.197
1991,LUX,T_5000,8.017
1992,LUX,T_5000,8.864
1993,LUX,T_5000,9.266
1994,LUX,T_5000,9.705
1995,LUX,T_5000,9.195
1996,LUX,T_5000,9.165
1997,LUX,T_5000,9.439
1998,LUX,T_5000,9.713
1999,LUX,T_5000,9.797
2000,LUX,T_5000,9.832
2001,LUX,T_5000,9.634
2002,LUX,T_5000,9.989
2003,LUX,T_5000,10.232
2004,LUX,T_5000,10.848
2005,LUX,T_5000,10.802
2006,LUX,T_5000,9.757
2007,LUX,T_5000,10.052
2008,LUX,T_5000,9.851
2009,LUX,T_5000,10.189
2010,LUX,T_5000,9.858
2011,LUX,T_5000,10.204
2012,LUX,T_5000,10.403
2013,LUX,T_5000,10.29
2014,LUX,T_5000,10.559
2015,LUX,T_5000,8.363
2016,LUX,T_5000,8.62
2017,LUX,T_5000,8.843
2018,LUX,T_5000,9.065
2019,LUX,T_5000,9.114
2020,LUX,T_5000,8.754
2021,LUX,T_5000,8.912
2022,LUX,T_5000,9.139
2023,LUX,T_5000,9.325
1990,MEX,T_5000,5.063
1991,MEX,T_5000,5.031
1992,MEX,T_5000,4.923
1993,MEX,T_5000,4.196
1994,MEX,T_5000,4.492
1995,MEX,T_5000,3.789
1996,MEX,T_5000,3.726
1997,MEX,T_5000,4.096
1998,MEX,T_5000,4.491
1999,MEX,T_5000,4.94
2000,MEX,T_5000,4.555
2001,MEX,T_5000,4.922
2002,MEX,T_5000,5.152
2003,MEX,T_5000,5.073
2004,MEX,T_5000,4.526
2005,MEX,T_5000,4.19
2006,MEX,T_5000,4.284
2007,MEX,T_5000,4.26
2008,MEX,T_5000,4.636
2009,MEX,T_5000,4.456
2010,MEX,T_5000,4.667
2011,MEX,T_5000,4.464
2012,MEX,T_5000,4.46
2013,MEX,T_5000,4.222
2014,MEX,T_5000,4.853
2015,MEX,T_5000,5.935
2016,MEX,T_5000,6.241
2017,MEX,T_5000,5.693
2018,MEX,T_5000,5.715
2019,MEX,T_5000,5.983
2020,MEX,T_5000,6.412
2021,MEX,T_5000,6.191
2022,MEX,T_5000,5.513
2023,MEX,T_5000,6.24
1990,NLD,T_5000,10.472
1991,NLD,T_5000,10.584
1992,NLD,T_5000,10.658
1993,NLD,T_5000,10.21
1994,NLD,T_5000,10.442
1995,NLD,T_5000,10.617
1996,NLD,T_5000,10.846
1997,NLD,T_5000,10.809
1998,NLD,T_5000,10.781
1999,NLD,T_5000,11.077
2000,NLD,T_5000,10.941
2001,NLD,T_5000,11.184
2002,NLD,T_5000,10.915
2003,NLD,T_5000,11.057
2004,NLD,T_5000,11.207
2005,NLD,T_5000,11.232
2006,NLD,T_5000,11.388
2007,NLD,T_5000,11.254
2008,NLD,T_5000,11.097
2009,NLD,T_5000,10.842
2010,NLD,T_5000,11.176
2011,NLD,T_5000,10.857
2012,NLD,T_5000,10.785
2013,NLD,T_5000,10.942
2014,NLD,T_5000,11.149
2015,NLD,T_5000,11.14
2016,NLD,T_5000,11.478
2017,NLD,T_5000,11.407
2018,NLD,T_5000,11.499
2019,NLD,T_5000,11.808
2020,NLD,T_5000,11.885
2021,NLD,T_5000,11.835
2022,NLD,T_5000,11.475
2023,NLD,T_5000,11.264
1990,NZL,T_5000,12.144
1991,NZL,T_5000,12.145
1992,NZL,T_5000,12.365
1993,NZL,T_5000,12.5
1994,NZL,T_5000,11.945
1995,NZL,T_5000,11.867
1996,NZL,T_5000,11.82
1997,NZL,T_5000,11.802
1998,NZL,T_5000,11.724
1999,NZL,T_5000,11.69
2000,NZL,T_5000,11.286
2001,NZL,T_5000,11.389
2002,NZL,T_5000,11.676
2003,NZL,T_5000,11.696
2004,NZL,T_5000,11.573
2005,NZL,T_5000,11.586
2006,NZL,T_5000,11.529
2007,NZL,T_5000,10.744
2008,NZL,T_5000,11.111
2009,NZL,T_5000,11.064
2010,NZL,T_5000,12.005
2011,NZL,T_5000,12.127
2012,NZL,T_5000,12.274
2013,NZL,T_5000,11.891
2014,NZL,T_5000,12.211
2015,NZL,T_5000,12.263
2016,NZL,T_5000,12.033
2017,NZL,T_5000,12.033
2018,NZL,T_5000,12.18
2019,NZL,T_5000,12.158
2020,NZL,T_5000,12.819
2021,NZL,T_5000,12.399
2022,NZL,T_5000,11.921
2023,NZL,T_5000,12.046
1990,NOR,T_5000,14.502
1991,NOR,T_5000,14.353
1992,NOR,T_5000,14.992
1993,NOR,T_5000,15.047
1994,NOR,T_5000,15.554
1995,NOR,T_5000,14.995
1996,NOR,T_5000,14.677
1997,NOR,T_5000,14.664
1998,NOR,T_5000,15.377
1999,NOR,T_5000,15.179
2000,NOR,T_5000,13.251
2001,NOR,T_5000,13.065
2002,NOR,T_5000,13.185
2003,NOR,T_5000,12.792
2004,NOR,T_5000,12.48
2005,NOR,T_5000,11.908
2006,NOR,T_5000,11.799
2007,NOR,T_5000,12.077
2008,NOR,T_5000,10.81
2009,NOR,T_5000,11.603
2010,NOR,T_5000,11.652
2011,NOR,T_5000,11.187
2012,NOR,T_5000,10.975
2013,NOR,T_5000,11.067
2014,NOR,T_5000,11.225
2015,NOR,T_5000,11.677
2016,NOR,T_5000,12.272
2017,NOR,T_5000,12.019
2018,NOR,T_5000,11.648
2019,NOR,T_5000,11.78
2020,NOR,T_5000,12.251
2021,NOR,T_5000,10.513
2022,NOR,T_5000,8.456
2023,NOR,T_5000,9.598
1991,POL,T_5000,8.738
1992,POL,T_5000,10.316
1993,POL,T_5000,12.93
1994,POL,T_5000,12.832
1995,POL,T_5000,12.99
1996,POL,T_5000,13.192
1997,POL,T_5000,12.719
1998,POL,T_5000,12.04
1999,POL,T_5000,12.439
2000,POL,T_5000,11.607
2001,POL,T_5000,11.515
2002,POL,T_5000,12.163
2003,POL,T_5000,12.2
2004,POL,T_5000,12.172
2005,POL,T_5000,12.636
2006,POL,T_5000,12.899
2007,POL,T_5000,13.194
2008,POL,T_5000,13.331
2009,POL,T_5000,11.851
2010,POL,T_5000,12.746
2011,POL,T_5000,12.845
2012,POL,T_5000,12.043
2013,POL,T_5000,11.887
2014,POL,T_5000,11.929
2015,POL,T_5000,11.908
2016,POL,T_5000,12.447
2017,POL,T_5000,12.806
2018,POL,T_5000,13.039
2019,POL,T_5000,12.853
2020,POL,T_5000,12.877
2021,POL,T_5000,13.899
2022,POL,T_5000,12.557
2023,POL,T_5000,11.021
1990,PRT,T_5000,11.711
1991,PRT,T_5000,11.659
1992,PRT,T_5000,12.712
1993,PRT,T_5000,11.997
1994,PRT,T_5000,12.883
1995,PRT,T_5000,12.863
1996,PRT,T_5000,13.065
1997,PRT,T_5000,12.744
1998,PRT,T_5000,13.085
1999,PRT,T_5000,13.194
2000,PRT,T_5000,12.68
2001,PRT,T_5000,12.727
2002,PRT,T_5000,13.118
2003,PRT,T_5000,13.1
2004,PRT,T_5000,13.047
2005,PRT,T_5000,13.694
2006,PRT,T_5000,13.903
2007,PRT,T_5000,13.388
2008,PRT,T_5000,13.037
2009,PRT,T_5000,11.672
2010,PRT,T_5000,12.381
2011,PRT,T_5000,13.001
2012,PRT,T_5000,13.097
2013,PRT,T_5000,12.878
2014,PRT,T_5000,13.224
2015,PRT,T_5000,13.463
2016,PRT,T_5000,13.681
2017,PRT,T_5000,13.814
2018,PRT,T_5000,13.884
2019,PRT,T_5000,13.852
2020,PRT,T_5000,13.316
2021,PRT,T_5000,13.705
2022,PRT,T_5000,13.782
2023,PRT,T_5000,13.329
1995,SVK,T_5000,14.161
1996,SVK,T_5000,13.536
1997,SVK,T_5000,12.616
1998,SVK,T_5000,12.478
1999,SVK,T_5000,12.037
2000,SVK,T_5000,12.205
2001,SVK,T_5000,11.094
2002,SVK,T_5000,11.294
2003,SVK,T_5000,11.802
2004,SVK,T_5000,12.147
2005,SVK,T_5000,12.487
2006,SVK,T_5000,11.345
2007,SVK,T_5000,11.277
2008,SVK,T_5000,10.681
2009,SVK,T_5000,10.614
2010,SVK,T_5000,10.365
2011,SVK,T_5000,11.229
2012,SVK,T_5000,10.67
2013,SVK,T_5000,11.325
2014,SVK,T_5000,11.544
2015,SVK,T_5000,11.575
2016,SVK,T_5000,11.549
2017,SVK,T_5000,11.975
2018,SVK,T_5000,11.9
2019,SVK,T_5000,12.168
2020,SVK,T_5000,12.09
2021,SVK,T_5000,12.058
2022,SVK,T_5000,12.336
2023,SVK,T_5000,12.35
1995,SVN,T_5000,14.786
1996,SVN,T_5000,14.549
1997,SVN,T_5000,13.563
1998,SVN,T_5000,14.138
1999,SVN,T_5000,14.658
2000,SVN,T_5000,13.804
2001,SVN,T_5000,13.347
2002,SVN,T_5000,13.674
2003,SVN,T_5000,13.744
2004,SVN,T_5000,13.515
2005,SVN,T_5000,13.501
2006,SVN,T_5000,13.243
2007,SVN,T_5000,13.231
2008,SVN,T_5000,13.176
2009,SVN,T_5000,13.414
2010,SVN,T_5000,13.897
2011,SVN,T_5000,13.851
2012,SVN,T_5000,14.239
2013,SVN,T_5000,14.782
2014,SVN,T_5000,14.761
