TIME_PERIOD,REF_AREA,STANDARD_REVENUE,value
1992,ISL,_T,31.666
1993,ISL,_T,30.599
1994,ISL,_T,30.147
1995,ISL,_T,30.725
1996,ISL,_T,31.886
1997,ISL,_T,31.588
1998,ISL,_T,33.628
1999,ISL,_T,35.922
2000,ISL,_T,35.877
2001,ISL,_T,34.064
2002,ISL,_T,33.769
2003,ISL,_T,35.267
2004,ISL,_T,36.328
2005,ISL,_T,39.318
2006,ISL,_T,39.614
2007,ISL,_T,38.413
2008,ISL,_T,34.264
2009,ISL,_T,31.276
2010,ISL,_T,32.218
2011,ISL,_T,33.197
2012,ISL,_T,33.951
2013,ISL,_T,34.319
2014,ISL,_T,37.111
2015,ISL,_T,35.139
2016,ISL,_T,50.286
2017,ISL,_T,37.13
2018,ISL,_T,36.457
2019,ISL,_T,35.094
2020,ISL,_T,36.225
2021,ISL,_T,34.797
2022,ISL,_T,35.166
2023,ISL,_T,35.924
1990,IRL,_T,32.389
1991,IRL,_T,32.956
1992,IRL,_T,33.297
1993,IRL,_T,33.296
1994,IRL,_T,34.366
1995,IRL,_T,31.772
1996,IRL,_T,32.311
1997,IRL,_T,31.356
1998,IRL,_T,30.797
1999,IRL,_T,30.835
2000,IRL,_T,30.751
2001,IRL,_T,28.654
2002,IRL,_T,27.872
2003,IRL,_T,28.526
2004,IRL,_T,29.575
2005,IRL,_T,30.042
2006,IRL,_T,31.426
2007,IRL,_T,30.847
2008,IRL,_T,29.093
2009,IRL,_T,28.067
2010,IRL,_T,27.71
2011,IRL,_T,27.553
2012,IRL,_T,27.913
2013,IRL,_T,28.09
2014,IRL,_T,27.899
2015,IRL,_T,22.344
2016,IRL,_T,23.032
2017,IRL,_T,21.741
2018,IRL,_T,21.758
2019,IRL,_T,21.444
2020,IRL,_T,19.37
2021,IRL,_T,20.041
2022,IRL,_T,20.255
2023,IRL,_T,21.897
1995,ISR,_T,33.929
1996,ISR,_T,33.506
1997,ISR,_T,34.198
1998,ISR,_T,33.256
1999,ISR,_T,33.185
2000,ISR,_T,34.009
2001,ISR,_T,33.759
2002,ISR,_T,32.943
2003,ISR,_T,32.231
2004,ISR,_T,32.298
2005,ISR,_T,32.684
2006,ISR,_T,33.275
2007,ISR,_T,33.216
2008,ISR,_T,31.323
2009,ISR,_T,29.124
2010,ISR,_T,30.092
2011,ISR,_T,30.309
2012,ISR,_T,29.469
2013,ISR,_T,30.329
2014,ISR,_T,30.642
2015,ISR,_T,31.035
2016,ISR,_T,30.998
2017,ISR,_T,32.196
2018,ISR,_T,30.761
2019,ISR,_T,30.125
2020,ISR,_T,29.581
2021,ISR,_T,32.305
2022,ISR,_T,32.78
2023,ISR,_T,29.805
1990,ITA,_T,36.271
1991,ITA,_T,36.665
1992,ITA,_T,38.921
1993,ITA,_T,40.505
1994,ITA,_T,38.581
1995,ITA,_T,38.455
1996,ITA,_T,40.154
1997,ITA,_T,41.574
1998,ITA,_T,39.92
1999,ITA,_T,40.793
2000,ITA,_T,40.523
2001,ITA,_T,40.135
2002,ITA,_T,39.619
2003,ITA,_T,39.953
2004,ITA,_T,39.225
2005,ITA,_T,39.047
2006,ITA,_T,40.464
2007,ITA,_T,41.564
2008,ITA,_T,41.596
2009,ITA,_T,41.97
2010,ITA,_T,41.701
2011,ITA,_T,41.637
2012,ITA,_T,43.617
2013,ITA,_T,43.828
2014,ITA,_T,43.325
2015,ITA,_T,42.958
2016,ITA,_T,42.242
2017,ITA,_T,41.912
2018,ITA,_T,41.731
2019,ITA,_T,42.272
2020,ITA,_T,42.582
2021,ITA,_T,42.461
2022,ITA,_T,42.837
2023,ITA,_T,42.844
1990,JPN,_T,27.69
1991,JPN,_T,27.356
1992,JPN,_T,25.858
1993,JPN,_T,25.844
1994,JPN,_T,25.001
1995,JPN,_T,25.401
1996,JPN,_T,25.343
1997,JPN,_T,25.736
1998,JPN,_T,25.259
1999,JPN,_T,24.802
2000,JPN,_T,25.341
2001,JPN,_T,25.534
2002,JPN,_T,24.504
2003,JPN,_T,24.136
2004,JPN,_T,24.76
2005,JPN,_T,25.827
2006,JPN,_T,26.618
2007,JPN,_T,27.159
2008,JPN,_T,27.049
2009,JPN,_T,25.686
2010,JPN,_T,26.241
2011,JPN,_T,27.132
2012,JPN,_T,27.952
2013,JPN,_T,28.557
2014,JPN,_T,29.973
2015,JPN,_T,30.242
2016,JPN,_T,30.279
2017,JPN,_T,30.916
2018,JPN,_T,31.548
2019,JPN,_T,31.507
2020,JPN,_T,32.909
2021,JPN,_T,33.883
2022,JPN,_T,34.441
1990,KOR,_T,18.579
1991,KOR,_T,18.264
1992,KOR,_T,18.162
1993,KOR,_T,18.467
1994,KOR,_T,18.57
1995,KOR,_T,18.766
1996,KOR,_T,19.359
1997,KOR,_T,18.988
1998,KOR,_T,18.954
1999,KOR,_T,19.234
2000,KOR,_T,20.916
2001,KOR,_T,21.201
2002,KOR,_T,21.312
2003,KOR,_T,21.991
2004,KOR,_T,21.177
2005,KOR,_T,21.656
2006,KOR,_T,22.632
2007,KOR,_T,23.73
2008,KOR,_T,23.583
2009,KOR,_T,22.703
2010,KOR,_T,22.378
2011,KOR,_T,23.177
2012,KOR,_T,23.702
2013,KOR,_T,23.143
2014,KOR,_T,23.381
2015,KOR,_T,23.737
2016,KOR,_T,24.745
2017,KOR,_T,25.357
2018,KOR,_T,26.686
2019,KOR,_T,27.227
2020,KOR,_T,27.745
2021,KOR,_T,29.761
2022,KOR,_T,31.976
2023,KOR,_T,28.852
1995,LVA,_T,29.715
1996,LVA,_T,29.167
1997,LVA,_T,30.251
1998,LVA,_T,31.26
1999,LVA,_T,30.252
2000,LVA,_T,29.05
2001,LVA,_T,28.121
2002,LVA,_T,27.815
2003,LVA,_T,27.411
2004,LVA,_T,27.548
2005,LVA,_T,27.805
2006,LVA,_T,28.577
2007,LVA,_T,28.195
2008,LVA,_T,27.815
2009,LVA,_T,28.067
2010,LVA,_T,28.54
2011,LVA,_T,29.134
2012,LVA,_T,29.111
2013,LVA,_T,29.43
2014,LVA,_T,29.715
2015,LVA,_T,29.79
2016,LVA,_T,30.73
2017,LVA,_T,31.091
2018,LVA,_T,31.052
2019,LVA,_T,31.013
2020,LVA,_T,31.134
2021,LVA,_T,30.746
2022,LVA,_T,30.762
2023,LVA,_T,31.882
1995,LTU,_T,27.652
1996,LTU,_T,27.264
1997,LTU,_T,31.248
1998,LTU,_T,32.761
1999,LTU,_T,32.662
2000,LTU,_T,30.822
2001,LTU,_T,29.357
2002,LTU,_T,29.028
2003,LTU,_T,28.663
2004,LTU,_T,29.025
2005,LTU,_T,29.234
2006,LTU,_T,30.165
2007,LTU,_T,30.061
2008,LTU,_T,30.611
2009,LTU,_T,30.214
2010,LTU,_T,28.285
2011,LTU,_T,27.166
2012,LTU,_T,26.919
2013,LTU,_T,26.905
2014,LTU,_T,27.477
2015,LTU,_T,28.942
2016,LTU,_T,29.656
2017,LTU,_T,29.61
2018,LTU,_T,30.238
2019,LTU,_T,30.217
2020,LTU,_T,31.244
2021,LTU,_T,31.895
2022,LTU,_T,31.555
2023,LTU,_T,32.596
1990,LUX,_T,34.679
1991,LUX,_T,32.504
1992,LUX,_T,33.376
1993,LUX,_T,35.43
1994,LUX,_T,35.831
1995,LUX,_T,35.992
1996,LUX,_T,36.459
1997,LUX,_T,36.705
1998,LUX,_T,37.382
1999,LUX,_T,36.717
2000,LUX,_T,37.025
2001,LUX,_T,37.229
2002,LUX,_T,37.415
2003,LUX,_T,37.395
2004,LUX,_T,36.235
2005,LUX,_T,37.436
2006,LUX,_T,35.305
2007,LUX,_T,35.747
2008,LUX,_T,35.028
2009,LUX,_T,36.275
2010,LUX,_T,35.652
2011,LUX,_T,36.126
2012,LUX,_T,36.408
2013,LUX,_T,36.183
2014,LUX,_T,36.08
2015,LUX,_T,34.777
2016,LUX,_T,35.461
2017,LUX,_T,36.649
2018,LUX,_T,39.355
2019,LUX,_T,39.509
2020,LUX,_T,38.272
2021,LUX,_T,38.187
2022,LUX,_T,38.257
2023,LUX,_T,40.925
1990,MEX,_T,11.519
1991,MEX,_T,11.677
1992,MEX,_T,12.196
1993,MEX,_T,11.335
1994,MEX,_T,11.442
1995,MEX,_T,9.575
1996,MEX,_T,9.426
1997,MEX,_T,10.038
1998,MEX,_T,10.354
1999,MEX,_T,11.152
2000,MEX,_T,10.934
2001,MEX,_T,11.591
2002,MEX,_T,12.01
2003,MEX,_T,12.071
2004,MEX,_T,11.034
2005,MEX,_T,10.865
2006,MEX,_T,11.078
2007,MEX,_T,11.473
2008,MEX,_T,12.04
2009,MEX,_T,11.894
2010,MEX,_T,12.287
2011,MEX,_T,12.263
2012,MEX,_T,12.105
2013,MEX,_T,12.773
2014,MEX,_T,13.201
2015,MEX,_T,15.36
2016,MEX,_T,16.106
2017,MEX,_T,15.651
2018,MEX,_T,15.709
2019,MEX,_T,15.892
2020,MEX,_T,17.228
2021,MEX,_T,16.726
2022,MEX,_T,16.801
2023,MEX,_T,17.749
1990,NLD,_T,39.639
1991,NLD,_T,41.666
1992,NLD,_T,41.328
1993,NLD,_T,41.52
1994,NLD,_T,39.674
1995,NLD,_T,37.193
1996,NLD,_T,37.272
1997,NLD,_T,36.737
1998,NLD,_T,36.204
1999,NLD,_T,37.097
2000,NLD,_T,36.892
2001,NLD,_T,35.534
2002,NLD,_T,34.891
2003,NLD,_T,34.663
2004,NLD,_T,34.659
2005,NLD,_T,34.871
2006,NLD,_T,35.869
2007,NLD,_T,35.478
2008,NLD,_T,35.72
2009,NLD,_T,34.643
2010,NLD,_T,35.444
2011,NLD,_T,35.138
2012,NLD,_T,35.302
2013,NLD,_T,35.832
2014,NLD,_T,36.661
2015,NLD,_T,36.521
2016,NLD,_T,37.774
2017,NLD,_T,38.046
2018,NLD,_T,38.144
2019,NLD,_T,38.473
2020,NLD,_T,39.022
2021,NLD,_T,38.264
2022,NLD,_T,38.066
2023,NLD,_T,38.526
1990,NZL,_T,36.184
1991,NZL,_T,34.348
1992,NZL,_T,34.752
1993,NZL,_T,34.869
1994,NZL,_T,35.438
1995,NZL,_T,35.56
1996,NZL,_T,33.766
1997,NZL,_T,33.893
1998,NZL,_T,32.288
1999,NZL,_T,32.324
2000,NZL,_T,32.539
2001,NZL,_T,31.956
2002,NZL,_T,33.243
2003,NZL,_T,33.167
2004,NZL,_T,34.201
2005,NZL,_T,36.092
2006,NZL,_T,35.298
2007,NZL,_T,33.915
2008,NZL,_T,32.925
2009,NZL,_T,30.227
2010,NZL,_T,30.295
2011,NZL,_T,30.083
2012,NZL,_T,31.638
2013,NZL,_T,30.457
2014,NZL,_T,31.186
2015,NZL,_T,31.5
2016,NZL,_T,31.4
2017,NZL,_T,31.322
2018,NZL,_T,32.18
2019,NZL,_T,31.404
2020,NZL,_T,33.727
2021,NZL,_T,34.542
2022,NZL,_T,33.12
2023,NZL,_T,33.986
1990,NOR,_T,40.447
1991,NOR,_T,40.575
1992,NOR,_T,39.743
1993,NOR,_T,38.866
1994,NOR,_T,40.164
1995,NOR,_T,39.584
1996,NOR,_T,39.503
1997,NOR,_T,40.298
1998,NOR,_T,41.41
1999,NOR,_T,41.72
2000,NOR,_T,41.796
2001,NOR,_T,42.001
2002,NOR,_T,42.332
2003,NOR,_T,41.632
2004,NOR,_T,42.363
2005,NOR,_T,42.552
2006,NOR,_T,42.686
2007,NOR,_T,41.97
2008,NOR,_T,41.169
2009,NOR,_T,41.077
2010,NOR,_T,41.736
2011,NOR,_T,41.811
2012,NOR,_T,41.29
2013,NOR,_T,39.719
2014,NOR,_T,38.637
2015,NOR,_T,38.337
2016,NOR,_T,38.807
2017,NOR,_T,38.601
2018,NOR,_T,39.253
2019,NOR,_T,39.854
2020,NOR,_T,38.714
2021,NOR,_T,41.344
2022,NOR,_T,43.437
2023,NOR,_T,41.443
1991,POL,_T,33.99
1992,POL,_T,36.139
1993,POL,_T,39.175
1994,POL,_T,36.398
1995,POL,_T,36.577
1996,POL,_T,36.555
1997,POL,_T,36.059
1998,POL,_T,35.268
1999,POL,_T,34.956
2000,POL,_T,32.872
2001,POL,_T,32.829
2002,POL,_T,32.969
2003,POL,_T,32.443
2004,POL,_T,31.935
2005,POL,_T,32.965
2006,POL,_T,33.632
2007,POL,_T,34.634
2008,POL,_T,34.281
2009,POL,_T,31.368
2010,POL,_T,31.6
2011,POL,_T,32.067
2012,POL,_T,32.378
2013,POL,_T,32.395
2014,POL,_T,32.272
2015,POL,_T,32.474
2016,POL,_T,33.556
2017,POL,_T,34.239
2018,POL,_T,35.061
2019,POL,_T,35.178
2020,POL,_T,35.56
2021,POL,_T,36.698
2022,POL,_T,34.38
2023,POL,_T,35.13
1990,PRT,_T,26.486
1991,PRT,_T,27.53
1992,PRT,_T,29.454
1993,PRT,_T,28.029
1994,PRT,_T,28.804
1995,PRT,_T,29.184
1996,PRT,_T,29.862
1997,PRT,_T,29.799
1998,PRT,_T,30.058
1999,PRT,_T,30.837
2000,PRT,_T,30.92
2001,PRT,_T,30.707
2002,PRT,_T,31.139
2003,PRT,_T,30.108
2004,PRT,_T,30.224
2005,PRT,_T,30.943
2006,PRT,_T,31.412
2007,PRT,_T,31.846
2008,PRT,_T,31.739
2009,PRT,_T,29.796
2010,PRT,_T,30.366
2011,PRT,_T,32.228
2012,PRT,_T,31.667
2013,PRT,_T,33.968
2014,PRT,_T,34.182
2015,PRT,_T,34.382
2016,PRT,_T,34.051
2017,PRT,_T,34.112
2018,PRT,_T,34.656
2019,PRT,_T,34.498
2020,PRT,_T,35.164
2021,PRT,_T,35.183
2022,PRT,_T,36.014
2023,PRT,_T,35.755
1995,SVK,_T,39.481
1996,SVK,_T,38.577
1997,SVK,_T,36.48
1998,SVK,_T,36.097
1999,SVK,_T,34.845
2000,SVK,_T,33.633
2001,SVK,_T,32.705
2002,SVK,_T,32.828
2003,SVK,_T,32.552
2004,SVK,_T,31.531
2005,SVK,_T,31.291
2006,SVK,_T,29.333
2007,SVK,_T,29.22
2008,SVK,_T,29.066
2009,SVK,_T,28.891
2010,SVK,_T,27.862
2011,SVK,_T,28.876
2012,SVK,_T,28.711
2013,SVK,_T,30.985
2014,SVK,_T,31.861
2015,SVK,_T,32.51
2016,SVK,_T,33.071
2017,SVK,_T,33.966
2018,SVK,_T,34.027
2019,SVK,_T,34.534
2020,SVK,_T,34.778
2021,SVK,_T,35.41
2022,SVK,_T,35.011
2023,SVK,_T,35.489
1995,SVN,_T,39.137
1996,SVN,_T,38.141
1997,SVN,_T,37.063
1998,SVN,_T,37.848
1999,SVN,_T,38.214
2000,SVN,_T,37.699
2001,SVN,_T,37.783
2002,SVN,_T,38.282
2003,SVN,_T,38.401
2004,SVN,_T,38.462
2005,SVN,_T,39.145
2006,SVN,_T,38.687
2007,SVN,_T,38.041
2008,SVN,_T,37.302
2009,SVN,_T,37.099
2010,SVN,_T,37.788
2011,SVN,_T,37.33
2012,SVN,_T,37.638
2013,SVN,_T,37.242
2014,SVN,_T,37.179
2015,SVN,_T,37.311
2016,SVN,_T,37.385
2017,SVN,_T,37.067
2018,SVN,_T,37.239
2019,SVN,_T,37.539
2020,SVN,_T,37.555
2021,SVN,_T,38.251
2022,SVN,_T,37.402
2023,SVN,_T,36.886
1990,ESP,_T,31.537
1991,ESP,_T,31.808
1992,ESP,_T,32.811
1993,ESP,_T,31.865
1994,ESP,_T,31.898
1995,ESP,_T,31.307
1996,ESP,_T,31.11
1997,ESP,_T,31.949
1998,ESP,_T,32.762
1999,ESP,_T,33.136
2000,ESP,_T,33.05
2001,ESP,_T,32.796
2002,ESP,_T,33.244
2003,ESP,_T,33.095
2004,ESP,_T,34.042
2005,ESP,_T,35.243
2006,ESP,_T,35.999
2007,ESP,_T,36.414
2008,ESP,_T,32.103
2009,ESP,_T,29.679
2010,ESP,_T,31.282
2011,ESP,_T,31.19
2012,ESP,_T,32.368
2013,ESP,_T,33.105
2014,ESP,_T,33.872
2015,ESP,_T,33.827
2016,ESP,_T,33.58
2017,ESP,_T,33.852
2018,ESP,_T,34.645
2019,ESP,_T,34.663
2020,ESP,_T,36.844
2021,ESP,_T,37.813
2022,ESP,_T,37.59
2023,ESP,_T,37.328
1990,SWE,_T,48.847
1991,SWE,_T,46.922
1992,SWE,_T,44.472
1993,SWE,_T,43.795
1994,SWE,_T,44.081
1995,SWE,_T,45.106
1996,SWE,_T,46.748
1997,SWE,_T,47.641
1998,SWE,_T,47.695
1999,SWE,_T,48.186
2000,SWE,_T,50.017
2001,SWE,_T,47.103
2002,SWE,_T,45.038
2003,SWE,_T,45.562
2004,SWE,_T,46.012
2005,SWE,_T,47.369
2006,SWE,_T,45.969
2007,SWE,_T,45.022
2008,SWE,_T,44.234
2009,SWE,_T,43.923
2010,SWE,_T,43.144
2011,SWE,_T,42.223
2012,SWE,_T,42.335
2013,SWE,_T,42.697
2014,SWE,_T,42.49
2015,SWE,_T,42.918
2016,SWE,_T,44.219
2017,SWE,_T,44.495
2018,SWE,_T,44.11
2019,SWE,_T,42.971
2020,SWE,_T,42.58
2021,SWE,_T,42.761
2022,SWE,_T,42.512
2023,SWE,_T,41.365
1990,CHE,_T,23.167
1991,CHE,_T,23.026
1992,CHE,_T,23.458
1993,CHE,_T,23.998
1994,CHE,_T,24.41
1995,CHE,_T,24.968
1996,CHE,_T,25.425
1997,CHE,_T,25.103
1998,CHE,_T,25.829
1999,CHE,_T,26.048
2000,CHE,_T,27.033
2001,CHE,_T,26.347
2002,CHE,_T,26.951
2003,CHE,_T,26.279
2004,CHE,_T,25.989
2005,CHE,_T,25.951
2006,CHE,_T,25.711
2007,CHE,_T,25.543
2008,CHE,_T,25.922
2009,CHE,_T,26.268
2010,CHE,_T,25.816
2011,CHE,_T,26.18
2012,CHE,_T,26.093
2013,CHE,_T,26.246
2014,CHE,_T,26.189
2015,CHE,_T,26.956
2016,CHE,_T,26.938
2017,CHE,_T,27.716
2018,CHE,_T,27.182
2019,CHE,_T,27.66
2020,CHE,_T,27.912
2021,CHE,_T,28.035
2022,CHE,_T,26.91
2023,CHE,_T,27.093
1990,TUR,_T,14.537
1991,TUR,_T,15.235
1992,TUR,_T,16.282
1993,TUR,_T,16.457
1994,TUR,_T,16.145
1995,TUR,_T,16.378
1996,TUR,_T,18.451
1997,TUR,_T,20.229
1998,TUR,_T,20.6
1999,TUR,_T,22.546
2000,TUR,_T,23.478
2001,TUR,_T,25.361
2002,TUR,_T,23.826
2003,TUR,_T,24.979
2004,TUR,_T,23.088
2005,TUR,_T,23.14
2006,TUR,_T,23.371
2007,TUR,_T,22.874
2008,TUR,_T,22.961
2009,TUR,_T,23.318
2010,TUR,_T,24.654
2011,TUR,_T,25.706
2012,TUR,_T,24.76
2013,TUR,_T,25.156
2014,TUR,_T,24.457
2015,TUR,_T,24.957
2016,TUR,_T,25.128
2017,TUR,_T,24.68
2018,TUR,_T,23.968
2019,TUR,_T,23.103
2020,TUR,_T,23.861
2021,TUR,_T,22.914
2022,TUR,_T,20.945
2023,TUR,_T,23.455
1990,GBR,_T,32.869
1991,GBR,_T,31.684
1992,GBR,_T,30.893
1993,GBR,_T,29.875
1994,GBR,_T,30.601
1995,GBR,_T,29.301
1996,GBR,_T,29.097
1997,GBR,_T,29.817
1998,GBR,_T,31.252
1999,GBR,_T,31.864
2000,GBR,_T,32.658
2001,GBR,_T,32.176
2002,GBR,_T,31.404
2003,GBR,_T,31.168
2004,GBR,_T,32.095
2005,GBR,_T,32.499
2006,GBR,_T,32.829
2007,GBR,_T,32.967
2008,GBR,_T,32.145
2009,GBR,_T,31.077
2010,GBR,_T,32.045
2011,GBR,_T,32.852
2012,GBR,_T,32.122
2013,GBR,_T,32.007
2014,GBR,_T,31.693
2015,GBR,_T,31.907
2016,GBR,_T,32.45
2017,GBR,_T,32.733
2018,GBR,_T,32.768
2019,GBR,_T,32.49
2020,GBR,_T,32.812
2021,GBR,_T,34.227
2022,GBR,_T,35.42
2023,GBR,_T,35.335
1990,USA,_T,26.033
1991,USA,_T,25.855
1992,USA,_T,25.746
1993,USA,_T,25.95
1994,USA,_T,26.286
1995,USA,_T,26.55
1996,USA,_T,27.044
1997,USA,_T,27.484
1998,USA,_T,27.867
1999,USA,_T,27.932
2000,USA,_T,28.295
2001,USA,_T,27.261
2002,USA,_T,25.011
2003,USA,_T,24.484
2004,USA,_T,24.762
2005,USA,_T,26.097
2006,USA,_T,26.775
2007,USA,_T,26.728
2008,USA,_T,25.643
2009,USA,_T,22.911
2010,USA,_T,23.371
2011,USA,_T,23.761
2012,USA,_T,23.916
2013,USA,_T,25.413
2014,USA,_T,25.786
2015,USA,_T,26.087
2016,USA,_T,25.713
2017,USA,_T,26.459
2018,USA,_T,24.816
2019,USA,_T,24.982
2020,USA,_T,25.57
2021,USA,_T,26.709
2022,USA,_T,27.607
2023,USA,_T,25.184
1990,ARG,_T,13.259
1991,ARG,_T,15.11
1992,ARG,_T,17.644
1993,ARG,_T,19.343
1994,ARG,_T,19.198
1995,ARG,_T,18.125
1996,ARG,_T,17.66
1997,ARG,_T,18.448
1998,ARG,_T,18.814
1999,ARG,_T,18.934
2000,ARG,_T,19.223
2001,ARG,_T,18.732
2002,ARG,_T,17.818
2003,ARG,_T,20.964
2004,ARG,_T,24.327
2005,ARG,_T,24.532
2006,ARG,_T,25.079
2007,ARG,_T,26.368
2008,ARG,_T,27.624
2009,ARG,_T,28.924
2010,ARG,_T,29.067
2011,ARG,_T,29.299
2012,ARG,_T,30.635
2013,ARG,_T,31.179
2014,ARG,_T,31.123
2015,ARG,_T,31.454
2016,ARG,_T,30.673
2017,ARG,_T,30.041
2018,ARG,_T,28.513
2019,ARG,_T,28.503
2020,ARG,_T,29.746
2021,ARG,_T,29.129
2022,ARG,_T,29.558
2023,ARG,_T,27.842
1990,BRA,_T,27.837
1991,BRA,_T,22.852
1992,BRA,_T,23.791
1993,BRA,_T,25.216
1994,BRA,_T,29.102
1995,BRA,_T,26.775
1996,BRA,_T,25.924
1997,BRA,_T,26.08
1998,BRA,_T,26.636
1999,BRA,_T,27.925
2000,BRA,_T,29.394
2001,BRA,_T,30.45
2002,BRA,_T,31.356
2003,BRA,_T,30.594
2004,BRA,_T,31.515
2005,BRA,_T,32.675
2006,BRA,_T,32.421
2007,BRA,_T,32.792
2008,BRA,_T,32.655
2009,BRA,_T,31.177
2010,BRA,_T,31.759
2011,BRA,_T,32.582
2012,BRA,_T,31.854
2013,BRA,_T,31.811
2014,BRA,_T,31.113
2015,BRA,_T,31.343
2016,BRA,_T,31.616
2017,BRA,_T,31.731
2018,BRA,_T,31.986
2019,BRA,_T,31.932
2020,BRA,_T,30.453
2021,BRA,_T,32.098
2022,BRA,_T,32.54
2023,BRA,_T,32.003
1995,BGR,_T,20.178
1996,BGR,_T,21.429
1997,BGR,_T,29.059
1998,BGR,_T,30.327
1999,BGR,_T,32.914
2000,BGR,_T,34.041
2001,BGR,_T,32.655
2002,BGR,_T,30.534
2003,BGR,_T,30.663
2004,BGR,_T,31.422
2005,BGR,_T,30.821
2006,BGR,_T,30.524
2007,BGR,_T,30.537
2008,BGR,_T,30.601
2009,BGR,_T,26.734
2010,BGR,_T,25.398
2011,BGR,_T,25.478
2012,BGR,_T,26.079
1990,AUS,T_5000,7.805
1991,AUS,T_5000,7.39
1992,AUS,T_5000,7.387
1993,AUS,T_5000,7.834
1994,AUS,T_5000,8.085
1995,AUS,T_5000,8.186
1996,AUS,T_5000,8.065
1997,AUS,T_5000,7.88
1998,AUS,T_5000,8.035
1999,AUS,T_5000,7.835
2000,AUS,T_5000,8.747
2001,AUS,T_5000,8.789
2002,AUS,T_5000,9.067
2003,AUS,T_5000,8.881
2004,AUS,T_5000,8.606
2005,AUS,T_5000,8.322
2006,AUS,T_5000,8.021
2007,AUS,T_5000,7.892
2008,AUS,T_5000,7.39
2009,AUS,T_5000,7.489
2010,AUS,T_5000,7.23
2011,AUS,T_5000,7.002
2012,AUS,T_5000,7.533
2013,AUS,T_5000,7.626
2014,AUS,T_5000,7.269
2015,AUS,T_5000,7.647
2016,AUS,T_5000,7.429
2017,AUS,T_5000,7.525
2018,AUS,T_5000,7.297
2019,AUS,T_5000,7.276
2008,AUT,T_5000,11.504
2009,AUT,T_5000,11.799
2010,AUT,T_5000,11.74
2011,AUT,T_5000,11.884
2012,AUT,T_5000,11.996
2013,AUT,T_5000,11.948
2014,AUT,T_5000,11.902
2015,AUT,T_5000,11.928
2016,AUT,T_5000,11.914
2017,AUT,T_5000,11.918
2018,AUT,T_5000,11.705
2019,AUT,T_5000,11.717
2020,AUT,T_5000,11.409
2021,AUT,T_5000,11.604
2022,AUT,T_5000,11.622
2023,AUT,T_5000,11.603
1990,BEL,T_5000,10.794
1991,BEL,T_5000,10.754
1992,BEL,T_5000,10.694
1993,BEL,T_5000,10.781
1994,BEL,T_5000,11.034
1995,BEL,T_5000,10.834
1996,BEL,T_5000,11.134
1997,BEL,T_5000,11.228
1998,BEL,T_5000,11.09
1999,BEL,T_5000,11.478
2000,BEL,T_5000,11.345
2001,BEL,T_5000,10.911
2002,BEL,T_5000,11.008
2003,BEL,T_5000,10.966
2004,BEL,T_5000,11.166
2005,BEL,T_5000,11.244
2006,BEL,T_5000,11.18
2007,BEL,T_5000,11.113
2008,BEL,T_5000,11.034
2009,BEL,T_5000,10.974
2010,BEL,T_5000,11.199
2011,BEL,T_5000,11.136
2012,BEL,T_5000,11.424
2013,BEL,T_5000,11.205
2014,BEL,T_5000,11.015
2015,BEL,T_5000,10.842
2016,BEL,T_5000,10.949
2017,BEL,T_5000,10.931
2018,BEL,T_5000,10.98
2019,BEL,T_5000,10.78
2020,BEL,T_5000,10.304
2021,BEL,T_5000,10.613
2022,BEL,T_5000,10.371
2023,BEL,T_5000,10.462
1990,CAN,T_5000,9.063
1991,CAN,T_5000,9.192
1992,CAN,T_5000,9.236
1993,CAN,T_5000,9.189
1994,CAN,T_5000,9.002
1995,CAN,T_5000,8.797
1996,CAN,T_5000,8.724
1997,CAN,T_5000,8.744
1998,CAN,T_5000,8.837
1999,CAN,T_5000,8.541
2000,CAN,T_5000,8.394
2001,CAN,T_5000,8.427
2002,CAN,T_5000,8.669
2003,CAN,T_5000,8.59
2004,CAN,T_5000,8.419
2005,CAN,T_5000,8.225
2006,CAN,T_5000,7.976
2007,CAN,T_5000,7.787
2008,CAN,T_5000,7.028
2009,CAN,T_5000,7.398
2010,CAN,T_5000,7.428
2011,CAN,T_5000,7.311
2012,CAN,T_5000,7.288
2013,CAN,T_5000,7.17
2014,CAN,T_5000,7.193
2015,CAN,T_5000,7.55
2016,CAN,T_5000,7.642
2017,CAN,T_5000,7.792
2018,CAN,T_5000,7.785
2019,CAN,T_5000,7.537
2020,CAN,T_5000,7.348
2021,CAN,T_5000,7.362
2022,CAN,T_5000,7.357
2023,CAN,T_5000,7.509
1990,CHL,T_5000,10.559
1991,CHL,T_5000,11.111
1992,CHL,T_5000,11.592
1993,CHL,T_5000,12.035
1994,CHL,T_5000,11.631
1995,CHL,T_5000,11.371
1996,CHL,T_5000,12.205
1997,CHL,T_5000,12.008
1998,CHL,T_5000,12.154
1999,CHL,T_5000,11.725
2000,CHL,T_5000,11.943
2001,CHL,T_5000,11.742
2002,CHL,T_5000,11.682
2003,CHL,T_5000,11.278
2004,CHL,T_5000,10.837
2005,CHL,T_5000,10.73
2006,CHL,T_5000,9.555
2007,CHL,T_5000,10.009
2008,CHL,T_5000,10.813
2009,CHL,T_5000,9.696
2010,CHL,T_5000,10.097
2011,CHL,T_5000,10.452
2012,CHL,T_5000,10.674
2013,CHL,T_5000,10.764
2014,CHL,T_5000,10.901
2015,CHL,T_5000,11.094
2016,CHL,T_5000,11.038
2017,CHL,T_5000,11.076
2018,CHL,T_5000,11.333
